Data,Receitas,Despesas,Categoria,Região,Cliente_Chave
2022-01-31,11145.960061847749,5260.908068878693,Outros,Sul,C21691
2022-01-31,12320.421588778205,4161.029423146101,Consultoria,Leste,C18402
2022-01-31,9246.667827560093,4754.95475927554,Consultoria,Sul,C21686
2022-01-31,6698.918852194943,3534.2167478793726,Outros,Oeste,C41340
2022-01-31,6270.572872422935,2865.9731184506763,Serviços,Sul,C6863
2022-01-31,6273.354770782282,6122.74982428346,Vendas,Sul,C38538
2022-01-31,7264.506640571391,6177.306109659621,Outros,Sul,C44731
2022-01-31,7559.709166062109,4117.217501724113,Consultoria,Sul,C41328
2022-01-31,5001.748349710053,6554.430808081427,Outros,Sul,C14158
2022-01-31,6982.261351117331,4304.180454916475,Outros,Norte,C35731
2022-01-31,5525.90733405876,4865.630472127617,Consultoria,Oeste,C14132
2022-01-31,9621.20000313774,6591.987976114555,Consultoria,Leste,C4674
2022-01-31,8969.654158630581,3751.7920215046743,Outros,Oeste,C35643
2022-01-31,6986.945332434705,6544.22778566146,Outros,Leste,C25329
2022-01-31,10812.756290081223,4570.034327285546,Serviços,Sul,C4639
2022-01-31,8610.98220467375,4346.80522980942,Serviços,Oeste,C44895
2022-01-31,8475.239367319493,3964.240748655852,Serviços,Sul,C18485
2022-01-31,8878.159582466138,5572.66910179743,Vendas,Sul,C13849
2022-01-31,7842.8025313924645,3290.5901649083094,Vendas,Sul,C41275
2022-01-31,6063.58369654821,4260.506854902612,Vendas,Oeste,C45028
2022-01-31,5912.75697600987,5778.221352140523,Vendas,Oeste,C38692
2022-01-31,5029.769072890347,3803.7770663402553,Consultoria,Norte,C35506
2022-01-31,10535.124806042717,1965.9955305580916,Consultoria,Leste,C25717
2022-01-31,8401.73907307175,7617.350874366972,Vendas,Oeste,C2796
2022-01-31,6148.1827878455415,4338.880900086902,Vendas,Leste,C44996
2022-01-31,6754.918540058078,5196.002461000036,Outros,Leste,C25729
2022-01-31,11219.285696484478,2952.726087276122,Outros,Norte,C25736
2022-01-31,9786.450969193944,2985.7628604663123,Serviços,Oeste,C6944
2022-01-31,7500.782825071198,5280.703431999481,Serviços,Leste,C13803
2022-01-31,8532.042884133718,4085.0331732898853,Serviços,Oeste,C25740
2022-01-31,7901.138540362617,2477.8754947935968,Vendas,Sul,C35474
2022-01-31,11161.550143451532,5083.6648966395915,Serviços,Oeste,C938
2022-01-31,9039.421784378595,4707.676662202449,Consultoria,Sul,C45079
2022-01-31,5967.209610306438,6686.413031328913,Consultoria,Oeste,C6950
2022-01-31,6973.296866991304,5806.48326426458,Serviços,Oeste,C21570
2022-01-31,7501.901389074753,4964.492710791241,Serviços,Leste,C2790
2022-01-31,12929.665471140066,1951.231034614761,Consultoria,Oeste,C21575
2022-01-31,7810.13912333678,3572.857245483764,Consultoria,Oeste,C38647
2022-01-31,9126.573315767546,4487.234205965048,Serviços,Sul,C13925
2022-01-31,11009.710571010137,7589.006157246544,Consultoria,Norte,C25622
2022-01-31,7794.137262704148,2045.3577966622272,Vendas,Oeste,C35629
2022-01-31,7695.694297023295,4302.904468129488,Vendas,Sul,C25623
2022-01-31,7801.275606742824,4828.985076554655,Vendas,Leste,C38611
2022-01-31,5041.823062192951,2311.7894107986094,Serviços,Norte,C2777
2022-01-31,8038.7019719948175,1989.4183816119514,Vendas,Sul,C13901
2022-01-31,8243.45669017404,5832.787178840837,Outros,Sul,C41294
2022-01-31,6696.458929926972,3769.778798396296,Consultoria,Sul,C35600
2022-01-31,8958.965273208429,6868.527782581375,Outros,Norte,C13880
2022-01-31,9334.979118972791,3408.1530542920746,Serviços,Sul,C44950
2022-01-31,10814.411092056811,2843.324480897924,Consultoria,Sul,C5377
2022-01-31,9297.905766942022,3847.946134732323,Vendas,Oeste,C44958
2022-01-31,9713.797823066656,5784.543040057113,Vendas,Norte,C35573
2022-01-31,7719.894742593561,3866.919975994318,Consultoria,Norte,C25680
2022-01-31,6220.028255018244,2660.9584098584787,Consultoria,Sul,C13877
2022-01-31,8341.524809748027,2791.2454429715085,Outros,Leste,C13872
2022-01-31,9662.739473936874,4439.738518449695,Serviços,Sul,C13867
2022-01-31,9240.562496368359,369.0009491983574,Vendas,Leste,C35550
2022-01-31,10449.819803626071,3829.022653329964,Outros,Norte,C38588
2022-01-31,10671.434080422176,9138.681032609844,Outros,Oeste,C14220
2022-01-31,11477.437546986219,6184.778895734925,Outros,Sul,C14223
2022-01-31,7695.005463162068,2852.516471484483,Vendas,Norte,C44637
2022-01-31,4684.462653736887,5206.786925187307,Consultoria,Norte,C44236
2022-01-31,8577.851629119437,3762.692196885683,Consultoria,Leste,C44244
2022-01-31,7122.317573234281,4181.982976006166,Outros,Oeste,C21901
2022-01-31,7626.545528684805,5227.858027364619,Consultoria,Leste,C41473
2022-01-31,7230.635055903815,3616.474066871619,Outros,Leste,C14780
2022-01-31,9660.065716355755,2457.1598991210926,Serviços,Leste,C14757
2022-01-31,13326.547492128795,3118.996962713407,Outros,Oeste,C14755
2022-01-31,8646.740488793606,5320.9025001573145,Vendas,Leste,C44255
2022-01-31,6910.454097511536,609.200259958061,Consultoria,Sul,C36148
2022-01-31,7861.670623039442,6546.659597091836,Outros,Leste,C1095
2022-01-31,7218.982816684103,2523.129549114907,Consultoria,Norte,C24965
2022-01-31,6794.6804752825865,2267.5693209111437,Outros,Leste,C24975
2022-01-31,9951.80671695124,3771.7829559549045,Outros,Sul,C36068
2022-01-31,6054.730220521707,3399.742632970282,Consultoria,Leste,C36063
2022-01-31,6692.283782842855,5344.354415736769,Serviços,Oeste,C44310
2022-01-31,7692.852622950275,7754.751498510615,Consultoria,Norte,C44317
2022-01-31,6245.988032057203,2017.7932664375335,Serviços,Norte,C18301
2022-01-31,6051.314109334213,5276.526886757202,Serviços,Sul,C21839
2022-01-31,4510.899600566743,4211.697824194852,Consultoria,Norte,C36123
2022-01-31,9288.414176112065,5100.371455806856,Outros,Sul,C14805
2022-01-31,9891.145143980328,2595.49330233236,Vendas,Leste,C44205
2022-01-31,9662.403572705785,1929.2084464217,Consultoria,Sul,C44203
2022-01-31,12106.394991981419,3835.3417635001915,Outros,Oeste,C21964
2022-01-31,6682.18592304393,3949.1602328607155,Vendas,Norte,C36220
2022-01-31,7360.995816335075,3713.010389804711,Outros,Leste,C6715
2022-01-31,7385.1700680406175,3933.1417226423805,Consultoria,Leste,C18269
2022-01-31,7967.996379661594,3425.408686974117,Consultoria,Leste,C14886
2022-01-31,5911.340069016451,7377.8983987926185,Vendas,Oeste,C44131
2022-01-31,8580.575063949473,2521.46602644993,Outros,Norte,C24840
2022-01-31,7581.761061758713,5194.381617222204,Consultoria,Leste,C14869
2022-01-31,10536.778898767376,7122.4603230764005,Consultoria,Oeste,C24848
2022-01-31,9385.590812687213,2213.64611082337,Serviços,Leste,C14866
2022-01-31,10367.330820046376,1584.6358834726302,Serviços,Sul,C44148
2022-01-31,5587.754837995466,4722.956789752609,Vendas,Norte,C44151
2022-01-31,7784.6949993222615,5195.780386333852,Outros,Oeste,C14863
2022-01-31,7398.81264866852,1070.4822983531499,Vendas,Sul,C36200
2022-01-31,7929.543829209546,4722.937041679499,Vendas,Oeste,C18277
2022-01-31,7820.444073599929,3649.2282926650864,Outros,Sul,C24878
2022-01-31,10564.346762946105,5820.812916564642,Serviços,Sul,C2671
2022-01-31,10544.512397349434,6619.739213870935,Vendas,Sul,C14822
2022-01-31,11091.034510486876,4019.0272039995275,Consultoria,Leste,C18283
2022-01-31,8752.882581308133,5863.867755066742,Consultoria,Oeste,C18309
2022-01-31,9994.228125644027,5778.531264497755,Serviços,Sul,C14679
2022-01-31,6802.872268586747,2027.6959904083767,Outros,Norte,C44344
2022-01-31,7879.896264486611,4786.386237855934,Outros,Sul,C25013
2022-01-31,7189.644899462329,1012.433439820657,Consultoria,Sul,C14426
2022-01-31,10118.501862220404,2890.600469304263,Serviços,Oeste,C14416
2022-01-31,5583.340811725251,5239.974012800558,Outros,Norte,C41396
2022-01-31,7499.25694808301,4764.321672577311,Vendas,Oeste,C21760
2022-01-31,7371.817721560034,5482.925097770435,Serviços,Leste,C21743
2022-01-31,7806.537359504783,3048.5500286519973,Vendas,Oeste,C25232
2022-01-31,5759.1254415594085,1487.7750700350616,Serviços,Leste,C6819
2022-01-31,7789.484198057744,6888.469079226891,Serviços,Norte,C44542
2022-01-31,4414.094948957277,3719.1958937428426,Serviços,Oeste,C44547
2022-01-31,8249.907544678503,6499.4453311993075,Consultoria,Sul,C35831
2022-01-31,5825.806155148215,2340.1476884150397,Serviços,Norte,C44554
2022-01-31,9276.333799309785,1952.3044496227424,Serviços,Sul,C18382
2022-01-31,9229.510297981798,5952.377548876614,Vendas,Oeste,C14314
2022-01-31,9534.242930811184,4193.322521111635,Consultoria,Norte,C44569
2022-01-31,9441.738958850077,3813.3334006856608,Vendas,Leste,C14280
2022-01-31,5852.972634345855,3203.9242451903365,Vendas,Norte,C44605
2022-01-31,8731.045230914355,4104.356960164213,Serviços,Leste,C14265
2022-01-31,7366.99853809656,2674.2150245707235,Serviços,Leste,C44620
2022-01-31,10134.629905438858,4472.371726185638,Vendas,Norte,C14262
2022-01-31,4111.340038858139,4377.31654818165,Serviços,Leste,C25153
2022-01-31,6481.857342775892,4735.607618959197,Consultoria,Oeste,C35471
2022-01-31,7333.942655165659,2112.650559533654,Serviços,Norte,C35891
2022-01-31,9925.859708406188,3116.872931151074,Consultoria,Norte,C25147
2022-01-31,6456.645319909104,4613.984493290824,Consultoria,Oeste,C21827
2022-01-31,6934.418200750508,5920.877156127111,Outros,Oeste,C25026
2022-01-31,11166.97277572076,6883.640387226739,Consultoria,Oeste,C38465
2022-01-31,5944.049215199986,2059.1618817542876,Outros,Sul,C14635
2022-01-31,10793.05406385809,2767.0801621689025,Vendas,Leste,C35967
2022-01-31,6013.0372312491545,5970.537290982082,Outros,Norte,C1072
2022-01-31,8914.877355946039,5676.671136487388,Outros,Oeste,C25059
2022-01-31,6940.1257911572775,5743.041204390476,Consultoria,Oeste,C25065
2022-01-31,12008.05241400444,4843.5282547365805,Vendas,Norte,C5343
2022-01-31,5797.769012322671,3851.643710050789,Consultoria,Norte,C25074
2022-01-31,11043.300847291932,3612.732272564739,Consultoria,Norte,C14573
2022-01-31,9586.149766747492,2657.1723320927126,Serviços,Oeste,C25077
2022-01-31,10353.31136126539,5186.287827055587,Serviços,Norte,C14535
2022-01-31,9153.998811028065,3434.654301109443,Serviços,Norte,C18358
2022-01-31,7578.546936066232,3130.801537878257,Vendas,Leste,C41400
2022-01-31,5593.092349998076,5518.811151175194,Outros,Oeste,C25082
2022-01-31,8589.153966265887,2386.594463814291,Vendas,Leste,C21768
2022-01-31,7806.215643536055,6134.028165119525,Vendas,Sul,C35910
2022-01-31,7881.250377780466,4004.5882022106944,Serviços,Norte,C35903
2022-01-31,4517.245815064906,1405.9251865296956,Outros,Sul,C14439
2022-01-31,7851.626661496141,5800.926563096484,Serviços,Sul,C35443
2022-01-31,8462.08636057573,4944.129798093393,Consultoria,Leste,C6955
2022-01-31,7598.78067005014,7116.593903338043,Vendas,Norte,C25832
2022-01-31,9015.160396261717,5040.076504464722,Serviços,Norte,C4422
2022-01-31,7719.627739379216,5630.0523887638865,Outros,Norte,C26779
2022-01-31,9585.01705170389,3125.155607584045,Serviços,Leste,C21426
2022-01-31,5183.974375644279,3461.225728485048,Outros,Sul,C45833
2022-01-31,9358.748669862656,5423.67302244926,Outros,Sul,C45840
2022-01-31,6007.728828045558,1852.0224043027247,Serviços,Oeste,C13011
2022-01-31,9444.192264787458,2310.8384976795337,Outros,Oeste,C41102
2022-01-31,9518.820364686937,5107.916921969849,Outros,Leste,C45855
2022-01-31,6501.691033093301,5183.021718116961,Serviços,Sul,C38816
2022-01-31,9433.744418371443,2558.8183536909246,Outros,Leste,C34798
2022-01-31,7423.592527020409,6165.405372965463,Consultoria,Norte,C26829
2022-01-31,8441.912032384622,5595.928148816828,Consultoria,Oeste,C12978
2022-01-31,8809.610639326085,1625.686591826227,Outros,Sul,C21392
2022-01-31,10674.65531749519,6136.307859088338,Consultoria,Norte,C12952
2022-01-31,11235.893611201962,4561.856384718097,Serviços,Sul,C7116
2022-01-31,4997.995519011782,2039.855584983997,Vendas,Leste,C12950
2022-01-31,10247.985126215797,6133.902571781922,Outros,Norte,C45894
2022-01-31,7394.366210327873,4877.253412978227,Consultoria,Norte,C26835
2022-01-31,8182.353054356086,1664.3178255323292,Outros,Norte,C793
2022-01-31,7488.112620290273,5473.720683405769,Consultoria,Leste,C26778
2022-01-31,6743.020151435397,1038.2142936114733,Vendas,Sul,C13030
2022-01-31,7267.1928564090995,4314.341827830654,Consultoria,Oeste,C21433
2022-01-31,4317.582761014864,4126.291486422176,Serviços,Sul,C26476
2022-01-31,7795.460331514852,2225.693138455127,Serviços,Oeste,C26506
2022-01-31,8702.538856293892,3642.958570100018,Consultoria,Norte,C4462
2022-01-31,5814.180368300495,3284.9260955753643,Serviços,Oeste,C35014
2022-01-31,9026.012015211543,1562.0737927048872,Serviços,Sul,C7067
2022-01-31,9006.838836619867,3797.24281887783,Serviços,Oeste,C41143
2022-01-31,7555.713347232719,4915.571978745909,Outros,Leste,C41138
2022-01-31,6297.197582506642,6604.861705909341,Consultoria,Leste,C34963
2022-01-31,5060.937936247814,5501.784729086352,Serviços,Leste,C4452
2022-01-31,10313.888991151105,5650.022255592744,Serviços,Leste,C13107
2022-01-31,6526.957347459026,3540.200329578324,Outros,Sul,C818
2022-01-31,9117.079397405752,4756.465776428203,Outros,Norte,C34950
2022-01-31,10038.997984971142,4506.553127322689,Vendas,Leste,C45776
2022-01-31,9071.294967541597,5253.7292144395,Vendas,Leste,C34948
2022-01-31,9707.57676335295,3618.8572373771267,Consultoria,Leste,C26590
2022-01-31,9113.825448751571,1759.2971434525452,Consultoria,Sul,C13086
2022-01-31,10381.545669337207,4053.0405048241,Vendas,Norte,C26685
2022-01-31,10905.05979875099,6272.634557120014,Consultoria,Sul,C26692
2022-01-31,7826.544349239621,3748.0727477043906,Outros,Oeste,C34851
2022-01-31,9312.932154068585,5188.146033220051,Consultoria,Oeste,C45901
2022-01-31,2857.866034092799,3566.205109659341,Vendas,Norte,C38866
2022-01-31,9802.414106306862,4281.500129677896,Serviços,Norte,C5951
2022-01-31,5363.091889491279,3651.618947139956,Vendas,Leste,C34770
2022-01-31,7540.897462015805,4812.024707192482,Outros,Leste,C7148
2022-01-31,6517.618748723564,5608.384496927421,Vendas,Oeste,C21339
2022-01-31,5035.329468815393,2667.760693236949,Serviços,Norte,C26970
2022-01-31,6212.280887363141,5879.416241141083,Vendas,Norte,C34653
2022-01-31,7843.245344519651,6257.90137797545,Consultoria,Leste,C12766
2022-01-31,10461.697872112742,3608.02670768572,Consultoria,Oeste,C34646
2022-01-31,11351.651755768036,3828.6702434369827,Serviços,Norte,C12739
2022-01-31,8284.891221946758,3285.3785211651434,Outros,Oeste,C12697
2022-01-31,7198.799261197473,4185.611334788296,Serviços,Norte,C12687
2022-01-31,6452.708778256802,3808.4939520674534,Serviços,Norte,C21304
2022-01-31,8154.356069946801,3822.78724104339,Consultoria,Sul,C34633
2022-01-31,4850.487252076724,3701.9689400752072,Consultoria,Leste,C12667
2022-01-31,9462.510542800188,4658.069865830962,Vendas,Oeste,C38993
2022-01-31,10736.589310204077,3692.106331146534,Outros,Norte,C7178
2022-01-31,8147.0479015473775,4341.88635792971,Outros,Sul,C12662
2022-01-31,7322.663935728032,4512.7842102396,Vendas,Sul,C21295
2022-01-31,9261.63125232461,4974.10337498005,Outros,Leste,C12656
2022-01-31,9751.032868006438,3207.770996983982,Consultoria,Sul,C34617
2022-01-31,10543.031427621192,4935.027275260477,Vendas,Sul,C46144
2022-01-31,11989.553600422434,4161.806576527537,Vendas,Sul,C41035
2022-01-31,5096.538067389634,6514.651774441531,Vendas,Norte,C26469
2022-01-31,8063.863536353868,1615.8269542041676,Consultoria,Sul,C7143
2022-01-31,8298.752431558945,5071.954583588222,Outros,Sul,C38905
2022-01-31,3894.9275051936984,5894.457202858994,Outros,Norte,C2939
2022-01-31,9365.390528277543,5184.603488500647,Serviços,Sul,C45928
2022-01-31,9190.320324587066,4713.280809286495,Consultoria,Oeste,C12910
2022-01-31,10934.272302637935,5312.621180200256,Consultoria,Leste,C26852
2022-01-31,6817.990624720942,6229.667746558389,Outros,Sul,C45962
2022-01-31,7393.025464954933,4870.755432249253,Consultoria,Norte,C45976
2022-01-31,7526.835299682848,5257.457997571656,Vendas,Leste,C771
2022-01-31,8352.151075559592,6193.2406168097605,Consultoria,Norte,C12905
2022-01-31,7773.249376340722,2759.041920350788,Outros,Leste,C26881
2022-01-31,5701.126082186454,5136.433495803308,Serviços,Oeste,C26931
2022-01-31,7331.72971474552,4178.938788634063,Consultoria,Sul,C26932
2022-01-31,9774.899081065181,1350.221992830252,Outros,Oeste,C34726
2022-01-31,7814.702284050389,4491.739750233577,Vendas,Norte,C12877
2022-01-31,7898.817022405269,3420.5042653050855,Serviços,Sul,C22725
2022-01-31,6916.2794197821,3880.546679767046,Outros,Norte,C46051
2022-01-31,4890.339651723728,2766.594147252652,Serviços,Leste,C7138
2022-01-31,5819.9083505441395,1369.519060049277,Serviços,Norte,C4394
2022-01-31,9020.7764863532,2408.769031201432,Serviços,Sul,C46067
2022-01-31,8945.371859524657,2671.2933609270835,Outros,Leste,C41045
2022-01-31,6355.114726438676,2219.186150027615,Consultoria,Leste,C26957
2022-01-31,7396.70461223303,5565.193828840631,Serviços,Sul,C38399
2022-01-31,9341.801006849553,5264.69115756458,Vendas,Sul,C26466
2022-01-31,9165.089826530997,918.8079089208486,Outros,Leste,C35051
2022-01-31,9946.333511261859,5081.5754531537705,Outros,Sul,C45280
2022-01-31,8670.675934625628,4161.576788956374,Serviços,Oeste,C4564
2022-01-31,7169.889804598916,4078.3527570224323,Vendas,Leste,C13589
2022-01-31,9707.748190178447,4011.669998114254,Consultoria,Leste,C6986
2022-01-31,9894.531095644414,4998.608229922629,Vendas,Oeste,C13571
2022-01-31,6880.9792575550455,5012.713487615426,Vendas,Sul,C13569
2022-01-31,7621.279666856896,3819.1444768910333,Outros,Leste,C35307
2022-01-31,6699.494748846451,4053.299390152408,Vendas,Oeste,C13547
2022-01-31,7106.031128835433,3738.1152522961047,Vendas,Oeste,C35327
2022-01-31,7325.981949773258,3341.117445277421,Outros,Leste,C26031
2022-01-31,5673.138147709453,2783.929819361405,Outros,Norte,C45319
2022-01-31,5848.015361472602,2355.88465859165,Consultoria,Oeste,C26038
2022-01-31,6163.276989810237,5924.012614474515,Serviços,Norte,C35287
2022-01-31,7288.452245901224,3181.7031009198,Consultoria,Sul,C26050
2022-01-31,6542.559203529837,5292.164495516525,Vendas,Sul,C45359
2022-01-31,9881.450654325608,2738.865225349025,Vendas,Leste,C26062
2022-01-31,12448.265551656128,7400.5566072486545,Vendas,Leste,C26072
2022-01-31,8616.656899616479,6196.368093387822,Serviços,Norte,C45389
2022-01-31,8138.336694945702,3314.7636615686056,Consultoria,Sul,C45315
2022-01-31,9455.875744776016,4325.902203288685,Serviços,Sul,C13601
2022-01-31,7782.33962549689,4446.057353446781,Vendas,Leste,C13609
2022-01-31,10178.462820488568,6953.603291029887,Vendas,Sul,C25964
2022-01-31,8979.535970730924,3098.351383968157,Serviços,Oeste,C25846
2022-01-31,8526.811364451121,4942.811474409686,Serviços,Leste,C25847
2022-01-31,4502.790748042687,3357.0482190103826,Outros,Sul,C41244
2022-01-31,10524.731816232412,3312.9855110488547,Consultoria,Sul,C25865
2022-01-31,8258.503758510447,1523.4708555989896,Vendas,Norte,C21552
2022-01-31,7384.612749207783,1612.5118037933316,Vendas,Leste,C13722
2022-01-31,5047.689779536604,5665.52246112671,Outros,Oeste,C45166
2022-01-31,7405.128878465431,2171.031111157641,Serviços,Oeste,C13718
2022-01-31,12954.97071081997,1893.2125926536064,Consultoria,Oeste,C13709
2022-01-31,5430.1702499948915,3822.806261849007,Vendas,Leste,C35393
2022-01-31,7174.870188397249,3329.1456636651938,Consultoria,Norte,C41238
2022-01-31,9781.31341607241,4807.338487393975,Outros,Sul,C25925
2022-01-31,5343.836758860112,3590.601226529527,Consultoria,Leste,C45213
2022-01-31,5918.363897193914,7566.045353868811,Vendas,Oeste,C35362
2022-01-31,11182.528522439976,5096.998143699113,Vendas,Oeste,C13666
2022-01-31,9283.892066919336,2975.100488129302,Serviços,Sul,C35360
2022-01-31,6582.1006901793135,4507.15321215528,Serviços,Leste,C13620
2022-01-31,6895.518923747095,4808.9641945094,Vendas,Leste,C13619
2022-01-31,8258.24139629611,4586.9853493089995,Vendas,Leste,C21504
2022-01-31,10672.831444684232,4658.125376609514,Outros,Leste,C35238
2022-01-31,5566.38607713431,2735.213698966636,Outros,Sul,C13502
2022-01-31,7386.459995306621,4069.0051148380835,Outros,Sul,C45403
2022-01-31,8624.391357332655,4772.960479802298,Vendas,Sul,C13498
2022-01-31,9190.254100919405,2161.9617052442973,Vendas,Oeste,C26209
2022-01-31,6868.335138989414,4354.0986086230005,Serviços,Norte,C35157
2022-01-31,7496.190614167043,2033.7925260073357,Serviços,Oeste,C26212
2022-01-31,6267.71039150681,5574.378006057421,Outros,Leste,C41152
2022-01-31,7062.193579887882,1991.984814218028,Consultoria,Leste,C13331
2022-01-31,7182.198834521226,2576.5348041608745,Serviços,Sul,C26255
2022-01-31,4672.155638800224,5232.476121391874,Vendas,Leste,C26274
2022-01-31,4734.816397199656,3357.8506462452774,Vendas,Oeste,C26354
2022-01-31,7425.4541553028575,6277.858094570431,Serviços,Norte,C45636
2022-01-31,6176.441692583746,3776.930686894008,Consultoria,Oeste,C38758
2022-01-31,6981.9168323734075,4528.267375922965,Outros,Sul,C21474
2022-01-31,12244.19776155152,5657.618212273713,Consultoria,Leste,C7044
2022-01-31,8334.730691301105,4353.09368601646,Serviços,Norte,C4484
2022-01-31,6706.292432402456,1046.9338221689436,Outros,Oeste,C842
2022-01-31,8618.347556768345,4518.156178977781,Consultoria,Sul,C26388
2022-01-31,6641.42949711887,2049.77094423011,Vendas,Leste,C45657
2022-01-31,8157.733539353692,1551.2516233185952,Serviços,Norte,C26463
2022-01-31,10851.539237401623,1946.7690785991135,Outros,Norte,C35054
2022-01-31,5063.934122654558,3889.205282624159,Vendas,Sul,C13232
2022-01-31,11442.035090673122,3082.2610447526113,Vendas,Sul,C26200
2022-01-31,8947.716815154343,2939.9603892100904,Serviços,Oeste,C13194
2022-01-31,7277.469531816147,4479.909207481991,Consultoria,Norte,C41168
2022-01-31,5767.847962653883,3753.151818400092,Consultoria,Sul,C13361
2022-01-31,8862.216887451468,5015.060384598684,Vendas,Sul,C41203
2022-01-31,7064.682428428647,1563.0053769772649,Serviços,Sul,C13469
2022-01-31,8472.410756142635,3106.7829379060145,Consultoria,Oeste,C26100
2022-01-31,6234.857973407241,3561.3940487392656,Consultoria,Leste,C35235
2022-01-31,7773.043579758351,5690.159043939017,Outros,Oeste,C26122
2022-01-31,7303.070110740293,4095.5819939098883,Vendas,Oeste,C21503
2022-01-31,8522.145778474176,3377.3346444613444,Serviços,Leste,C45497
2022-01-31,6963.330072042412,3962.4092593268488,Vendas,Sul,C13423
2022-01-31,7977.594409128583,4328.469860185558,Vendas,Oeste,C18611
2022-01-31,8071.966158198564,6229.307715751861,Outros,Norte,C35217
2022-01-31,6441.426737150859,3502.456520491576,Vendas,Leste,C41193
2022-01-31,5658.328749981762,3615.4698698627376,Consultoria,Sul,C45512
2022-01-31,9894.595576748443,2286.806420269065,Outros,Leste,C13394
2022-01-31,9733.378872684958,2759.396657855,Serviços,Oeste,C868
2022-01-31,6063.563833540873,4000.2204239216994,Vendas,Norte,C13379
2022-01-31,7903.340579798266,1344.8314620925344,Outros,Norte,C2188
2022-01-31,10792.46841445338,3691.9554605799626,Serviços,Oeste,C45552
2022-01-31,8195.296537002994,5981.671484586632,Consultoria,Oeste,C13367
2022-01-31,11099.240145594438,2577.3243776760864,Serviços,Sul,C45566
2022-01-31,8028.624786010819,5350.9943282291315,Outros,Oeste,C38734
2022-01-31,5662.40251333334,6193.763516338919,Vendas,Oeste,C44107
2022-01-31,8659.693200547383,4564.406450055051,Outros,Sul,C14920
2022-01-31,4201.613074550145,3632.8308259403107,Serviços,Sul,C6711
2022-01-31,6608.824972431108,4034.2728610821755,Consultoria,Sul,C42722
2022-01-31,9522.756061925777,2356.773911153359,Vendas,Norte,C16643
2022-01-31,12603.431040794894,5061.682982110892,Vendas,Leste,C2295
2022-01-31,10647.276437470056,4633.850769572524,Vendas,Oeste,C5249
2022-01-31,9222.559234706141,2816.0959458451753,Outros,Norte,C16628
2022-01-31,9490.886405842428,1447.2757423225407,Outros,Sul,C16627
2022-01-31,9689.05923341747,5335.396031328886,Outros,Norte,C22352
2022-01-31,8740.728411811573,7262.287196105182,Vendas,Sul,C38190
2022-01-31,4317.246149731583,5072.69960614491,Serviços,Sul,C22394
2022-01-31,8206.804275602233,4804.039522046483,Consultoria,Oeste,C37288
2022-01-31,8197.03956637618,3033.3832907705964,Vendas,Norte,C23501
2022-01-31,7394.081149854024,4858.149371357852,Serviços,Leste,C16552
2022-01-31,1527.7297835516893,4230.188462373819,Vendas,Norte,C22309
2022-01-31,8358.083219326863,7746.296308534289,Serviços,Leste,C42810
2022-01-31,3752.280065153972,6189.273486579125,Outros,Oeste,C37247
2022-01-31,12372.906450984226,4491.954150664908,Serviços,Leste,C23519
